timestamp,time_in_event,name,username,text
"July 7th 2020, 2:17:04 pm UTC",793s,Ney-Ling,ney-ling,"t = np.linspace(0, 2*np.pi, 50)"
"July 7th 2020, 2:17:12 pm UTC",801s,Kristin,kristin7842,"How can we get a figure to show up if we're using python files?"
"July 7th 2020, 2:17:14 pm UTC",803s,Ming Xiang,mingxiang,no module matplotlib found
"July 7th 2020, 2:17:14 pm UTC",803s,Rashika Gupta,rashika,it never showed figure for me either on jupyter
"July 7th 2020, 2:17:15 pm UTC",804s,Ben,ben4428,cheers
"July 7th 2020, 2:17:18 pm UTC",807s,Shastri,shastri4939,"in jupyter, the figure window is not showing"
"July 7th 2020, 2:17:19 pm UTC",808s,Matt,matt3759,Jupyter notebook is not bringing up the plot
"July 7th 2020, 2:17:32 pm UTC",821s,Dan,dan3710,"Same here, no figure in Jupyter"
"July 7th 2020, 2:17:50 pm UTC",839s,Anton,anton1404,same here
"July 7th 2020, 2:17:52 pm UTC",841s,Rich,rich6652,:x:  :x:  :x:
"July 7th 2020, 2:17:54 pm UTC",843s,Awkward: Jim,jpivarski,`%matplotlib inline` used to be necessary.
"July 7th 2020, 2:17:58 pm UTC",847s,SciPy Logistics,scipylogistics,"In Jupyter, you must execute a cell with the code ""%matplotlib inline"" before making any call to matplotlib."
"July 7th 2020, 2:18:08 pm UTC",857s,Shastri,shastri4939,Done that
"July 7th 2020, 2:18:09 pm UTC",858s,Paul_B,paul5076,"make sure you type ""%matplotlib inline"" or you won't see anything in jupyter"
"July 7th 2020, 2:18:09 pm UTC",858s,Rich,rich6652,please slow down and scroll back up
"July 7th 2020, 2:18:15 pm UTC",864s,Shastri,shastri4939,not working
"July 7th 2020, 2:18:15 pm UTC",864s,Isnar,isnar,figure in Jupyter is part of output
"July 7th 2020, 2:18:21 pm UTC",870s,Alejandro,alejandro1433,please missed x= ???
"July 7th 2020, 2:18:23 pm UTC",872s,Rashika Gupta,rashika,did that
"July 7th 2020, 2:18:30 pm UTC",879s,Ross,ross26598457,x = np.sin(t)
"July 7th 2020, 2:18:30 pm UTC",879s,Scott,scott26839305,I missed something important. How did you define t? I am trying to catch up with everything nd missed that.
"July 7th 2020, 2:18:31 pm UTC",880s,Alyson,alyson8156,x=np.sin(t)
"July 7th 2020, 2:18:36 pm UTC",885s,Rashika Gupta,rashika,"doesn't work"
"July 7th 2020, 2:18:48 pm UTC",897s,Kelsey,kelsey8461,"t = np.linspace(0, 2*np.pi, 50)"
"July 7th 2020, 2:18:49 pm UTC",898s,Kira,kira9077,Is some of this already in a jupyter notebook? If so which one?
"July 7th 2020, 2:18:49 pm UTC",898s,Mike Trizna,miketrizna7363,You can skip the plt.figure() commands in Jupyter
"July 7th 2020, 2:19:09 pm UTC",918s,Alayonimi,alayonimi,t = ?? please
"July 7th 2020, 2:19:11 pm UTC",920s,Dan,dan3710,Can we make figures in Jupyter?
"July 7th 2020, 2:19:14 pm UTC",923s,Rich,rich6652,"Who's moderating?"
"July 7th 2020, 2:19:16 pm UTC",925s,Xavier,xavier9656,how do you get the picture in separated screens using juplab ?
"July 7th 2020, 2:19:18 pm UTC",927s,Shastri,shastri4939,"%matplotlib inline
plt.figure()
no figure window shows up"
"July 7th 2020, 2:19:22 pm UTC",931s,Mauricio,mauricio5720,"t = np.linspace(0, 2*np.pi,50)"
"July 7th 2020, 2:19:33 pm UTC",942s,SciPy Logistics,scipylogistics,"@Rich, I am."
"July 7th 2020, 2:19:36 pm UTC",945s,Jennifer,jennifer8491,First jupyter notebook should have these.  If you downloaded from Github
"July 7th 2020, 2:19:39 pm UTC",948s,Alayonimi,alayonimi,thanks @mauricio
"July 7th 2020, 2:19:40 pm UTC",949s,Shastri,shastri4939,THIS SESSION IS NOT HELPING
"July 7th 2020, 2:19:46 pm UTC",955s,Ben,ben4428,"@Xavier use 
import matplotlib.pyplot as plt
%matplotlib inline"
"July 7th 2020, 2:19:46 pm UTC",955s,Andrew,andrew8424,There are slides provided with the master file providing the majority of the script
"July 7th 2020, 2:19:50 pm UTC",959s,Dershan,dershan,too fast!
"July 7th 2020, 2:19:52 pm UTC",961s,Ryan,ryan2457,"in jupyter plt.figure instantiates the figure, but doesn't show.  Use plt.plot(x)"
"July 7th 2020, 2:19:55 pm UTC",964s,Kira,kira9077,first is called what?
"July 7th 2020, 2:19:55 pm UTC",964s,Shastri,shastri4939,NO ONE IS ANSWERING
"July 7th 2020, 2:19:56 pm UTC",965s,Rich,rich6652,can you jump in and ask him to take a pause and rollback?
"July 7th 2020, 2:20:08 pm UTC",977s,Ryan,ryan2457,plt.plot(y) for the other
"July 7th 2020, 2:20:09 pm UTC",978s,Matt Davis,jiffyclub,"You can see what Eric has been typing in the slides, but you can't copy it out: https://github.com/enthought/Numpy-Tutorial-SciPyConf-2020/blob/master/slides.pdf"
"July 7th 2020, 2:20:14 pm UTC",983s,Rich,rich6652,back to t =
"July 7th 2020, 2:20:20 pm UTC",989s,Jennifer,jennifer8491,Also t is defined as a random array before calling np.cos(t)
"July 7th 2020, 2:20:24 pm UTC",993s,Shastri,shastri4939,YESTERDAYS SESSION WAS BRILLIANT
"July 7th 2020, 2:20:28 pm UTC",997s,Melody,melody8725,i have a syntax error on jupyter too with the t=np.linspace
"July 7th 2020, 2:20:36 pm UTC",1005s,"Kar'retta Venable",usercb86a286,"error message in plotting '[<matplotlib.lines.Line2D at 0x1922e5a32c8>]"
"July 7th 2020, 2:20:43 pm UTC",1012s,Rich,rich6652,Melody = linespace
"July 7th 2020, 2:20:57 pm UTC",1026s,"Kar'retta Venable",usercb86a286,in Jupyter Notebook
"July 7th 2020, 2:20:58 pm UTC",1027s,Wenge,wenge,"If I use Juternotebook, do I still need qt?"
"July 7th 2020, 2:21:10 pm UTC",1039s,Rich,rich6652,THANKS!!! :slightly_smiling_face:
"July 7th 2020, 2:21:11 pm UTC",1040s,Charlotte,charlotte4957,No you dont
"July 7th 2020, 2:21:21 pm UTC",1050s,Nichole H.,usercff13136,thanks
"July 7th 2020, 2:21:25 pm UTC",1054s,Melody,melody8725,"it still has syntax error with name ""np"" is not defined."
"July 7th 2020, 2:21:35 pm UTC",1064s,Awkward: Jim,jpivarski,import numpy as np
"July 7th 2020, 2:21:38 pm UTC",1067s,Alejandro,alejandro1433,import numpy as np
"July 7th 2020, 2:21:42 pm UTC",1071s,Rich,rich6652,did you run import numpy as np   ?
"July 7th 2020, 2:21:59 pm UTC",1088s,Charlotte,charlotte4957,"Melody, run import the first before everything else"
"July 7th 2020, 2:22:03 pm UTC",1092s,Adam,adam8310,Did someone say import numpy as np? :smile:
"July 7th 2020, 2:22:12 pm UTC",1101s,Nichole H.,usercff13136,"so no ""magic function in jupyter?"
"July 7th 2020, 2:22:20 pm UTC",1109s,Melody,melody8725,got it! thank you!
"July 7th 2020, 2:22:28 pm UTC",1117s,Shastri,shastri4939,Too fast
"July 7th 2020, 2:22:31 pm UTC",1120s,Ty,user540fdaf9,"you'll need the magic function"
"July 7th 2020, 2:22:37 pm UTC",1126s,Rashika Gupta,rashika,i agree!
"July 7th 2020, 2:22:43 pm UTC",1132s,Ty,user540fdaf9,%matplotlib inline or %matplotlib notebook
"July 7th 2020, 2:22:47 pm UTC",1136s,Ty,user540fdaf9,if in jupyter
"July 7th 2020, 2:23:26 pm UTC",1175s,Anton,anton1404,"Thank you, very helpful"
"July 7th 2020, 2:23:48 pm UTC",1197s,Rashika Gupta,rashika,"getting this as an error : AttributeError                            Traceback (most recent call last)
<ipython-input-4-db2ada649863> in <module>
----> 1 t = np.linespace(0, 2*np.pi, 50)

AttributeError: module 'numpy' has no attribute 'linespace'"
"July 7th 2020, 2:23:52 pm UTC",1201s,Sandee,sandee3116,Do you have to have matplotlib inline for Jupyter?
"July 7th 2020, 2:24:00 pm UTC",1209s,Alyssa,alyssa3689,"it's linspace, not linespace"
"July 7th 2020, 2:24:19 pm UTC",1228s,Rashika Gupta,rashika,thanks a lot
"July 7th 2020, 2:24:24 pm UTC",1233s,Ty,user540fdaf9,"yes sandee, check a couple messages back"
"July 7th 2020, 2:24:28 pm UTC",1237s,SciPy Logistics,scipylogistics,"Yes, in Jupyter, you need ""%matplotlib inline"" for figures to appear in the notebook."
"July 7th 2020, 2:24:32 pm UTC",1241s,Damon,damon7324,:+1:  thanks
"July 7th 2020, 2:24:37 pm UTC",1246s,Sandee,sandee3116,Thanks!
"July 7th 2020, 2:24:44 pm UTC",1253s,Ty,user540fdaf9,yup!
"July 7th 2020, 2:25:01 pm UTC",1270s,Kira,kira9077,please slow down.
"July 7th 2020, 2:25:10 pm UTC",1279s,Lindsey,lindsey5266,How does he get the black arrow to run from the line versus pressing shift-enter?
"July 7th 2020, 2:25:13 pm UTC",1282s,Kira,kira9077,as we cant see many cells
"July 7th 2020, 2:25:23 pm UTC",1292s,Nupur,nupur6495,can I see the command befor the first figure?
"July 7th 2020, 2:25:24 pm UTC",1293s,Cameron,cameron4626,"Eric if you use Shift+Enter it runs the selected Cell and if it's the last Cell it'll insert a new cell below automatically"
"July 7th 2020, 2:25:47 pm UTC",1316s,Xiaoyan,xiaoyan,"""No module named numpy"" when do ""import numpy as np"" on jupyter notebook"
"July 7th 2020, 2:25:52 pm UTC",1321s,Charlotte,charlotte4957,I tried in Jupyter without the % line and it still works
"July 7th 2020, 2:26:14 pm UTC",1343s,Mauricio,mauricio5720,"@Nupur
plt.figure()
plt.plot(x)"
"July 7th 2020, 2:26:25 pm UTC",1354s,SciPy Logistics,scipylogistics,"@Lindsey: The black arrows were introduced in a recent version of Jupyter. Clicking them is the same thing as doing ""shift enter"""
"July 7th 2020, 2:26:42 pm UTC",1371s,Nupur,nupur6495,Thank you :slightly_smiling_face:
"July 7th 2020, 2:26:49 pm UTC",1378s,Adeolu,adeolu,"what does that magic line ""%matplotlib inline"" does in our code?"
"July 7th 2020, 2:27:12 pm UTC",1401s,Srinivas,user48664e67,would it be possible to change the background color from blue to white please. It is hard to read!
"July 7th 2020, 2:27:26 pm UTC",1415s,SciPy Logistics,scipylogistics,@Xiaoyan: Are you using Binder or did you install things locally? It means NumPy is not installed in the environment where Jupyter is installed.
"July 7th 2020, 2:27:30 pm UTC",1419s,Jennifer,jennifer8491,It displays the plot inside jupyter notebook instead of popping it out in a separate window
"July 7th 2020, 2:28:07 pm UTC",1456s,Yali,yali9737,I missed x assignments
"July 7th 2020, 2:28:19 pm UTC",1468s,Yali,yali9737,never mind
"July 7th 2020, 2:28:33 pm UTC",1482s,Isnar,isnar,that wont happen in jupyter
"July 7th 2020, 2:28:49 pm UTC",1498s,Naomi,naomi4192,can you scroll please eric
"July 7th 2020, 2:28:56 pm UTC",1505s,Andrew,andrew8424,in Anaconda is it possible to make figures larger on  our screen besides saving it?
"July 7th 2020, 2:29:20 pm UTC",1529s,SciPy Logistics,scipylogistics,"@Andrew: Create a larger figure with ""plt.figure(figsize=(16, 12))"""
"July 7th 2020, 2:29:32 pm UTC",1541s,SciPy Logistics,scipylogistics,"Or, you can resize the window."
"July 7th 2020, 2:29:52 pm UTC",1561s,Andrew,andrew8424,Thank you!
"July 7th 2020, 2:30:03 pm UTC",1572s,Nupur,nupur6495,"plt.plot(x, y1) gives a line and not curve like yours"
"July 7th 2020, 2:30:29 pm UTC",1598s,SciPy Logistics,scipylogistics,@Nupur: Then it probably means you have different values for x and y1.
"July 7th 2020, 2:30:54 pm UTC",1623s,SciPy Logistics,scipylogistics,y1 = np.sin(x)
"July 7th 2020, 2:31:01 pm UTC",1630s,SciPy Logistics,scipylogistics,y2 = np.sin(2*x
"July 7th 2020, 2:31:04 pm UTC",1633s,SciPy Logistics,scipylogistics,y2 = np.sin(2*x)
"July 7th 2020, 2:31:35 pm UTC",1664s,Stephen,usera4e1c52c,"@Nunpur - I had the same issue and it was because my x was wrong- should be  x = np.linspace(0, 2*np.pi, 50)"
"July 7th 2020, 2:31:39 pm UTC",1668s,Kelsey,kelsey8461,all the lines of code he has written so far are on the slides also. I
"July 7th 2020, 2:32:01 pm UTC",1690s,Ty,user540fdaf9,apologies but where are the slides again?
"July 7th 2020, 2:32:07 pm UTC",1696s,Kelsey,kelsey8461,on the github repo
"July 7th 2020, 2:32:13 pm UTC",1702s,Ty,user540fdaf9,"got it, thank you!"
"July 7th 2020, 2:32:19 pm UTC",1708s,Kelsey,kelsey8461,no prob!
"July 7th 2020, 2:32:26 pm UTC",1715s,SciPy Logistics,scipylogistics,https://github.com/enthought/Numpy-Tutorial-SciPyConf-2020/blob/master/slides.pdf
"July 7th 2020, 2:32:30 pm UTC",1719s,Nupur,nupur6495,got it!
"July 7th 2020, 2:32:32 pm UTC",1721s,Srinivas,user48664e67,"This is good tutorial. Thanks, you are doing great."
"July 7th 2020, 2:32:43 pm UTC",1732s,Judith,judith4712,Can you plot 2 curves on a plot in Jupyter?
"July 7th 2020, 2:33:03 pm UTC",1752s,Emerson Nicole,emersonnicole,"Legend doesn't appear"
"July 7th 2020, 2:33:04 pm UTC",1753s,SciPy Logistics,scipylogistics,"To plot multiple lines in the same plot in Jupyter, all the code must be *in the same cell*."
"July 7th 2020, 2:33:20 pm UTC",1769s,Sheldon,sheldon6364,My legend does not appear either
"July 7th 2020, 2:33:25 pm UTC",1774s,Ryan,ryan2457,Same with the legend.  Put it in the same cell as the .plot
"July 7th 2020, 2:33:25 pm UTC",1774s,Emerson Nicole,emersonnicole,just a blank figure with axes 0 to 1
"July 7th 2020, 2:33:27 pm UTC",1776s,Cameron,cameron4626,legend also needs to be in the same cell
"July 7th 2020, 2:33:29 pm UTC",1778s,SciPy Logistics,scipylogistics,@Emerson Nicole: Including the legend code! :slightly_smiling_face:
"July 7th 2020, 2:33:34 pm UTC",1783s,Judith,judith4712,Thanks.
"July 7th 2020, 2:33:35 pm UTC",1784s,Naomi,naomi4192,"plt.plot(x,y1,'g-o', x,y2,'b-+')
plt.legend(['sinx','sin(2x)'])"
"July 7th 2020, 2:33:37 pm UTC",1786s,Matt,matt3759,Yep ditto..not working in Jupyter
"July 7th 2020, 2:33:39 pm UTC",1788s,Ross,ross26598457,plot and legend code need to be in the same cell
"July 7th 2020, 2:33:56 pm UTC",1805s,Eric,eric6841,"Shout out to all the session helpers, by the way!  So helpful!"
"July 7th 2020, 2:33:58 pm UTC",1807s,Emerson Nicole,emersonnicole,oh ok
"July 7th 2020, 2:33:59 pm UTC",1808s,Alejandro,alejandro1433,"legend didn't show"
"July 7th 2020, 2:34:01 pm UTC",1810s,Isnar,isnar,"yes, all in one cell and will work, like with title"
"July 7th 2020, 2:34:12 pm UTC",1821s,Ryan Wang,ryan21116456,"plt.plot(x, y1, 'g-o', x, y2, 'b-+')
plt.legend(['sin(x)','sin(2x)'])

in the same cell"
"July 7th 2020, 2:34:21 pm UTC",1830s,Damon,damon7324,oh
"July 7th 2020, 2:34:23 pm UTC",1832s,Emerson Nicole,emersonnicole,got it
"July 7th 2020, 2:34:24 pm UTC",1833s,Emerson Nicole,emersonnicole,thanks
"July 7th 2020, 2:34:28 pm UTC",1837s,Rich,rich6652,"That's a lot of visual stuff from 2 lines of code - SWEET!"
"July 7th 2020, 2:34:29 pm UTC",1838s,Alejandro,alejandro1433,great
"July 7th 2020, 2:34:41 pm UTC",1850s,"Kar'retta Venable",usercb86a286,Staying in scope
"July 7th 2020, 2:34:45 pm UTC",1854s,Anton,anton1404,Jupyter cell:
"July 7th 2020, 2:34:47 pm UTC",1856s,Rashika Gupta,rashika,thanks !
"July 7th 2020, 2:34:48 pm UTC",1857s,Damon,damon7324,what about the line plt.clf()?
"July 7th 2020, 2:34:49 pm UTC",1858s,Anton,anton1404,"%matplotlib inline
plt.figure()
plt.plot(x, y1, 'g-o', x, y2, ""b-+"")
plt.legend(['sin(x)', 'sin(2x)'])"
"July 7th 2020, 2:35:02 pm UTC",1871s,Dershan,dershan,Is it possible to save the script from the ipython window?
"July 7th 2020, 2:35:03 pm UTC",1872s,Ryan,ryan2457,"plt.clf() isn't needed in jupyter"
"July 7th 2020, 2:35:03 pm UTC",1872s,Naomi,naomi4192,works if you stuck with qt instead of inline...
"July 7th 2020, 2:35:13 pm UTC",1882s,Damon,damon7324,Thanks Ryan
"July 7th 2020, 2:35:19 pm UTC",1888s,Eric,eric6841,Damon - .clf() is clear figure
"July 7th 2020, 2:35:28 pm UTC",1897s,Dan,dan3710,Is there a character or space between commands in one Jupyter cell?
"July 7th 2020, 2:35:41 pm UTC",1910s,Damon,damon7324,"oh, Thanks Eric"
"July 7th 2020, 2:35:55 pm UTC",1924s,SciPy Logistics,scipylogistics,@Dershan: %history -f FILENAME
"July 7th 2020, 2:36:07 pm UTC",1936s,Emerson Nicole,emersonnicole,how do you display the variable in jupyter after you already hit enter?
"July 7th 2020, 2:36:08 pm UTC",1937s,SciPy Logistics,scipylogistics,@Dan: one statement per lione.
"July 7th 2020, 2:36:11 pm UTC",1940s,Anton,anton1404,does linspace create a vector like in R?
"July 7th 2020, 2:36:23 pm UTC",1952s,Amanda Reeder,user4b8d1805,"print('varname')"
"July 7th 2020, 2:36:46 pm UTC",1974s,SciPy Logistics,scipylogistics,"@Anton: Yes. Type ""np.linespace?: for the docstring (documentation"""
"July 7th 2020, 2:37:27 pm UTC",2016s,SciPy Logistics,scipylogistics,"@Emerson Nicole: In Jupyter, if the last variable in a cell is not assigned (there's no = character), Jupyter will show you the value of that variable."
"July 7th 2020, 2:37:28 pm UTC",2017s,Mike Trizna,miketrizna7363,"Wow, I didn't know about that %history command for ipython. That will help a ton for using ipython on a cluster."
"July 7th 2020, 2:37:49 pm UTC",2038s,Emerson Nicole,emersonnicole,@Amanda Reeder - thanks
"July 7th 2020, 2:37:50 pm UTC",2039s,Lihong,lihong6869,Does Numpy not  include random?
"July 7th 2020, 2:37:55 pm UTC",2044s,SciPy Logistics,scipylogistics,"@Mike, there are so many useful magic commands! Try %quickref for an overview."
"July 7th 2020, 2:38:27 pm UTC",2076s,SciPy Logistics,scipylogistics,"Yes, NumPy has random number generation. Eric imported it with ""from numpy.random import rand"""
"July 7th 2020, 2:38:36 pm UTC",2085s,Dan,dan3710,how was N defined?
"July 7th 2020, 2:38:42 pm UTC",2091s,Ryan,ryan2457,N =50
"July 7th 2020, 2:38:42 pm UTC",2091s,Amanda Reeder,user4b8d1805,N= 50
"July 7th 2020, 2:38:50 pm UTC",2099s,Matt Davis,jiffyclub,np.random.rand would also have worked.
"July 7th 2020, 2:39:24 pm UTC",2133s,Emerson Nicole,emersonnicole,how can you access history inline in jupyter?
"July 7th 2020, 2:39:37 pm UTC",2146s,Ben,ben4428,possible to use a random_state?
"July 7th 2020, 2:39:49 pm UTC",2158s,Emerson Nicole,emersonnicole,I have type everything like its the first time.
"July 7th 2020, 2:39:50 pm UTC",2159s,Rashika Gupta,rashika,"can yu plese say that again ? What's s = areas doing when plotting it?"
"July 7th 2020, 2:39:55 pm UTC",2164s,Shastri,shastri4939,It is be very very useful if the instructor pauses for us to try
